County,State,CBSA Code,CBSA Title,Latitude,Longitude
Delaware County,Indiana,34620,"Muncie, IN",40.2583533,-85.39627689999999
Delaware County,Ohio,18140,"Columbus, OH",40.3033098,-83.03613759999999
Delaware County,Pennsylvania,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.907793,-75.3878525
Denton County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",33.1418611,-97.179026
Denver County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.7392358,-104.990251
Deschutes County,Oregon,13460,"Bend-Redmond, OR",43.83251,-121.2616541
DeSoto County,Mississippi,32820,"Memphis, TN-MS-AR",34.9065453,-89.9626799
Dickson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.1459799,-87.30161319999999
Dinwiddie County,Virginia,40060,"Richmond, VA",37.0769043,-77.6536125
District of Columbia,District of Columbia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.9071923,-77.0368707
Dixon County,Nebraska,43580,"Sioux City, IA-NE-SD",42.4257719,-96.83509989999999
Dodge County,Minnesota,40340,"Rochester, MN",43.9842889,-92.8577105
Doña Ana County,New Mexico,29740,"Las Cruces, NM",32.485767,-106.7234639
Doniphan County,Kansas,41140,"St. Joseph, MO-KS",39.8245628,-95.18492189999999
Dorado Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4588347,-66.2676683
Dorchester County,South Carolina,16700,"Charleston-North Charleston, SC",33.1680383,-80.54384499999999
Dougherty County,Georgia,10500,"Albany, GA",31.5439375,-84.2278796
Douglas County,Washington,48300,"Wenatchee, WA",47.7790617,-119.7474606
Douglas County,Wisconsin,20260,"Duluth, MN-WI",46.3490012,-91.75768889999999
Douglas County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.2587106,-104.9388853
Douglas County,Kansas,29940,"Lawrence, KS",38.9107835,-95.26844369999999
Douglas County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA",41.3148116,-96.19513200000002
Douglas County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.7290225,-84.7315563
Dubuque County,Iowa,20220,"Dubuque, IA",42.4694679,-90.8294002
DuPage County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.8243831,-88.0900762
Durham County,North Carolina,20500,"Durham-Chapel Hill, NC",36.0221805,-78.9031279
Dutchess County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.7784372,-73.7477857
Duval County,Florida,27260,"Jacksonville, FL",30.3500511,-81.6035062
East Baton Rouge Parish,Louisiana,12940,"Baton Rouge, LA",30.5693593,-91.09693999999999
East Feliciana Parish,Louisiana,12940,"Baton Rouge, LA",30.8458948,-91.02032240000001
Eaton County,Michigan,29620,"Lansing-East Lansing, MI",42.5886496,-84.7733325
Eau Claire County,Wisconsin,20740,"Eau Claire, WI",44.7683909,-91.28910359999999
Echols County,Georgia,46660,"Valdosta, GA",30.7503289,-82.95015579999999
Ector County,Texas,36220,"Odessa, TX",31.8246483,-102.5298028
Edgecombe County,North Carolina,40580,"Rocky Mount, NC",35.8840053,-77.6536125
Edgefield County,South Carolina,12260,"Augusta-Richmond County, GA-SC",33.8015886,-81.9534815
Edmonson County,Kentucky,14540,"Bowling Green, KY",37.1941682,-86.21584969999999
Effingham County,Georgia,42340,"Savannah, GA",32.378148,-81.38393260000001
El Dorado County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA",38.74263759999999,-120.4357631
El Paso County,Colorado,17820,"Colorado Springs, CO",38.9108325,-104.4723301
El Paso County,Texas,21340,"El Paso, TX",31.8039824,-106.2051484
Elbert County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.35370040000001,-104.1930918
Elkhart County,Indiana,21140,"Elkhart-Goshen, IN",41.6062253,-85.84862360000001
Ellis County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.2619765,-96.83509989999999
Elmore County,Alabama,33860,"Montgomery, AL",32.5647083,-86.0121573
Erie County,New York,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",42.9023958,-78.8661589
Erie County,Pennsylvania,21500,"Erie, PA",42.0521954,-80.1875065
Escambia County,Florida,37860,"Pensacola-Ferry Pass-Brent, FL",30.6389408,-87.3413599
Essex County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH",42.7051144,-70.90712359999999
Essex County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.7947466,-74.2648829
Etowah County,Alabama,23460,"Gadsden, AL",34.0455341,-86.05296039999999
Fairbanks North Star Borough,Alaska,21820,"Fairbanks, AK",64.9526102,-146.4744154
Fairfax city,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.84622359999999,-77.30637329999999
Fairfax County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.9085472,-77.2405153
Fairfield County,Connecticut,14860,"Bridgeport-Stamford-Norwalk, CT",41.2559654,-73.37086959999999
Fairfield County,South Carolina,17900,"Columbia, SC",34.4478348,-81.0754657
Fairfield County,Ohio,18140,"Columbus, OH",39.830506,-82.6483442
Fajardo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3257869,-65.6523838
Falls Church city,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.88233400000001,-77.1710914
Falls County,Texas,47380,"Waco, TX",31.1636412,-97.0068393
Faulkner County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",35.1035858,-92.38136209999999
Fauquier County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.7208787,-77.79097759999999
Fayette County,West Virginia,13220,"Beckley, WV",38.0615913,-81.0754657
Fayette County,Tennessee,32820,"Memphis, TN-MS-AR",35.1257427,-89.4742177
Fayette County,Pennsylvania,38300,"Pittsburgh, PA",39.9272324,-79.6502105
Fayette County,Kentucky,30460,"Lexington-Fayette, KY",38.06064780000001,-84.4802606
Fayette County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.4502206,-84.4802606
Fillmore County,Minnesota,40340,"Rochester, MN",43.6956298,-92.0665197
Flagler County,Florida,19660,"Deltona-Daytona Beach-Ormond Beach, FL",29.4086072,-81.2518833
Florence County,South Carolina,22500,"Florence, SC",33.9828684,-79.6502105
Florida Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3630091,-66.5581092
Floyd County,Indiana,31140,"Louisville/Jefferson County, KY-IN",38.2869276,-85.8895551
Floyd County,Virginia,13980,"Blacksburg-Christiansburg-Radford, VA",36.9446308,-80.32131059999999
Floyd County,Georgia,40660,"Rome, GA",34.2828967,-85.2308414
Fluvanna County,Virginia,16820,"Charlottesville, VA",37.8532863,-78.24761459999999
Fond du Lac County,Wisconsin,22540,"Fond du Lac, WI",43.7008379,-88.24611829999999
Ford County,Illinois,16580,"Champaign-Urbana, IL",40.4988592,-88.2071598
Forrest County,Mississippi,25620,"Hattiesburg, MS",31.2148677,-89.28472510000002
Forsyth County,North Carolina,49180,"Winston-Salem, NC",36.1200003,-80.1875065
Forsyth County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",34.2358502,-84.14351359999999
Fort Bend County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.5692614,-95.81428849999999
Franklin County,Vermont,15540,"Burlington-South Burlington, VT",44.8429222,-72.9340443
Franklin County,Washington,28420,"Kennewick-Richland, WA",46.49373629999999,-118.8672379
Franklin County,Idaho,30860,"Logan, UT-ID",42.2100342,-111.7614661
Franklin County,Ohio,18140,"Columbus, OH",40.0154745,-82.99316069999999
Franklin County,Pennsylvania,16540,"Chambersburg-Waynesboro, PA",39.8923855,-77.6536125
Franklin County,Virginia,40220,"Roanoke, VA",36.9458815,-79.8296743
Franklin County,North Carolina,39580,"Raleigh, NC",36.0741417,-78.2426748
Franklin County,Missouri,41180,"St. Louis, MO-IL",38.3953601,-91.13530200000001
Frederick County,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.3844507,-77.4701972
Frederick County,Virginia,49020,"Winchester, VA-WV",39.2096441,-78.2601024
Fredericksburg city,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.3031837,-77.4605399
Fresno County,California,23420,"Fresno, CA",36.9858984,-119.2320784
Fulton County,Ohio,45780,"Toledo, OH",41.5719341,-84.14351359999999
Fulton County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.8033965,-84.3962535
Gadsden County,Florida,45220,"Tallahassee, FL",30.5562947,-84.6479124
Gallatin County,Kentucky,17140,"Cincinnati, OH-KY-IN",38.7295069,-84.87763919999999
Galveston County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.37634989999999,-94.8520636
Garfield County,Oklahoma,21420,"Enid, OK",36.4361392,-97.87216
Garland County,Arkansas,26300,"Hot Springs, AR",34.5559285,-93.17796589999999
Gaston County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",35.2895651,-81.20781640000001
Gates County,North Carolina,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.4202077,-76.6874701
Geauga County,Ohio,17460,"Cleveland-Elyria, OH",41.4641521,-81.20781640000001
Gem County,Idaho,14260,"Boise City, ID",44.0324936,-116.3589245
Genesee County,Michigan,22420,"Flint, MI",43.0777289,-83.67739279999999
Geneva County,Alabama,20020,"Dothan, AL",31.0990456,-85.684578
Gilchrist County,Florida,23540,"Gainesville, FL",29.6871128,-82.82097399999999
Giles County,Virginia,13980,"Blacksburg-Christiansburg-Radford, VA",37.3132885,-80.6770787
Gilpin County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.8770159,-105.4536718
Gloucester County,New Jersey,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.7103023,-75.1078332
Gloucester County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.4128281,-76.5025742
Glynn County,Georgia,15260,"Brunswick, GA",31.2624169,-81.6035062
Golden Valley County,Montana,13740,"Billings, MT",46.3709324,-109.1743851
Goliad County,Texas,47020,"Victoria, TX",28.5673709,-97.35165579999999
Goochland County,Virginia,40060,"Richmond, VA",37.74159969999999,-77.973865
Grady County,Oklahoma,36420,"Oklahoma City, OK",35.0472662,-97.87216
Grainger County,Tennessee,28940,"Knoxville, TN",36.3059333,-83.54965659999999
Grand Forks County,North Dakota,24220,"Grand Forks, ND-MN",48.0037819,-97.35945249999999
Grand Isle County,Vermont,15540,"Burlington-South Burlington, VT",44.8595928,-73.2957299
Grant County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.2628015,-92.4208713
Grant County,Kentucky,17140,"Cincinnati, OH-KY-IN",38.6565245,-84.6479124
Grant Parish,Louisiana,10780,"Alexandria, LA",31.6943716,-92.539603
Grayson County,Texas,43300,"Sherman-Denison, TX",33.7062406,-96.663812
Green County,Wisconsin,31540,"Madison, WI",42.6287336,-89.62516459999999
Greene County,Ohio,19380,"Dayton, OH",39.697399,-83.8897057
Greene County,Missouri,44180,"Springfield, MO",37.3311215,-93.5003454
Greene County,Virginia,16820,"Charlottesville, VA",38.3120359,-78.4524591
Greenup County,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",38.5665695,-82.95015579999999
Greenville County,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.9297484,-82.34518899999999
Gregg County,Texas,30980,"Longview, TX",32.4892547,-94.8520636
Grundy County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.3500531,-88.4016041
Grundy County,Iowa,47940,"Waterloo-Cedar Falls, IA",42.4369506,-92.8577105
Guadalupe County,Texas,41700,"San Antonio-New Braunfels, TX",29.6477307,-97.87216
Guánica Municipio,Puerto Rico,38660,"Ponce, PR",17.9725145,-66.9086264
Guayama Municipio,Puerto Rico,25020,"Guayama, PR",17.9841328,-66.1137767
Guayanilla Municipio,Puerto Rico,38660,"Ponce, PR",18.0191314,-66.791842
Guaynabo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3615548,-66.11106819999999
Guilford County,North Carolina,24660,"Greensboro-High Point, NC",36.0899873,-79.8296743
Gulf County,Florida,37460,"Panama City, FL",29.8001623,-85.35496499999999
Gurabo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.2543987,-65.9729421
Guthrie County,Iowa,19780,"Des Moines-West Des Moines, IA",41.7530909,-94.479976
Gwinnett County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.9190653,-84.01674229999999
Hale County,Alabama,46220,"Tuscaloosa, AL",32.7859102,-87.6186379
Hall County,Nebraska,24260,"Grand Island, NE",40.8817333,-98.5721016
Hall County,Georgia,23580,"Gainesville, GA",34.30778,-83.804868
Hamblen County,Tennessee,34100,"Morristown, TN",36.2054334,-83.2934086
Hamilton County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",40.0372797,-86.05296039999999
Hamilton County,Ohio,17140,"Cincinnati, OH-KY-IN",39.2355447,-84.56414699999999
Hamilton County,Tennessee,16860,"Chattanooga, TN-GA",35.1618966,-85.14793639999999
Hamilton County,Nebraska,24260,"Grand Island, NE",40.919722,-98.04651849999999
Hampden County,Massachusetts,44140,"Springfield, MA",42.1172314,-72.6624209
Hampshire County,Massachusetts,44140,"Springfield, MA",42.3471357,-72.6624209
Hampshire County,West Virginia,49020,"Winchester, VA-WV",39.3349019,-78.5660852
Hampton city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.0298687,-76.34522179999999
Hancock County,West Virginia,48260,"Weirton-Steubenville, WV-OH",40.5123559,-80.5660657
Hancock County,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.3887582,-89.5120084
Hancock County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.8249915,-85.84862360000001
Hancock County,Kentucky,36980,"Owensboro, KY",37.8280909,-86.761749
Hanover County,Virginia,40060,"Richmond, VA",37.7772071,-77.5160788
Haralson County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.8021715,-85.1900684
Hardin County,Kentucky,21060,"Elizabethtown-Fort Knox, KY",37.6565708,-86.0121573
Hardin County,Texas,13140,"Beaumont-Port Arthur, TX",30.364764,-94.315422
Harford County,Maryland,12580,"Baltimore-Columbia-Towson, MD",39.5838964,-76.3637285
Harris County,Georgia,17980,"Columbus, GA-AL",32.7032697,-84.8567932
Harris County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.7751825,-95.3102505
Harrison County,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.432087,-89.0179332
Harrison County,Indiana,31140,"Louisville/Jefferson County, KY-IN",38.1701136,-86.17517590000001
Harrison County,Iowa,36540,"Omaha-Council Bluffs, NE-IA",41.6933855,-95.81428849999999
Harrisonburg city,Virginia,25500,"Harrisonburg, VA",38.4495688,-78.8689155
Hartford County,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.7924343,-72.8042797
Harvey County,Kansas,48620,"Wichita, KS",38.0025215,-97.35165579999999
Hatillo Municipio,Puerto Rico,11640,"Arecibo, PR",18.4863331,-66.82545449999999
Hawkins County,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA",36.4445545,-82.95015579999999
Hays County,Texas,12420,"Austin-Round Rock, TX",30.0537607,-98.0028892
Haywood County,North Carolina,11700,"Asheville, NC",35.624394,-82.99316069999999
Heard County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.2990406,-85.14793639999999
Henderson County,North Carolina,11700,"Asheville, NC",35.3725873,-82.4319405
Henderson County,Kentucky,21780,"Evansville, IN-KY",37.7415161,-87.5791287
Hendricks County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.8064942,-86.5400674
Hennepin County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.0208911,-93.5094574
Henrico County,Virginia,40060,"Richmond, VA",37.5059332,-77.3324425
Henry County,Alabama,20020,"Dothan, AL",31.4469377,-85.1894045
Henry County,Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",41.361088,-90.0746767
Henry County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.4268385,-85.14793639999999
Henry County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.4347963,-84.14351359999999
Herkimer County,New York,46540,"Utica-Rome, NY",43.1630587,-74.8741045
Hernando County,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",28.5578826,-82.4752757
Hickman County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.80127969999999,-87.460397
Hidalgo County,Texas,32580,"McAllen-Edinburg-Mission, TX",26.4656319,-98.2212979
Highlands County,Florida,42700,"Sebring, FL",27.3400286,-81.34002679999999
Hillsborough County,New Hampshire,31700,"Manchester-Nashua, NH",42.83347939999999,-71.6673352
Hillsborough County,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",27.9903597,-82.3017728
Hinds County,Mississippi,27140,"Jackson, MS",32.2648353,-90.37483540000001
Hocking County,Ohio,18140,"Columbus, OH",39.4909358,-82.4752757
Hoke County,North Carolina,22180,"Fayetteville, NC",35.0432488,-79.24511489999999
Honolulu County,Hawaii,46520,"Urban Honolulu, HI",21.3069857,-157.8584319
Hood County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.4296296,-97.8286368
Hopewell city,Virginia,40060,"Richmond, VA",37.3043154,-77.28720009999999
Hormigueros Municipio,Puerto Rico,32420,"Mayagüez, PR",18.1396799,-67.1274019
Horry County,South Carolina,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.9196567,-78.9288242
Houston County,Minnesota,29100,"La Crosse-Onalaska, WI-MN",43.7051652,-91.44346900000001
Houston County,Alabama,20020,"Dothan, AL",31.1318686,-85.31362179999999
Houston County,Georgia,47580,"Warner Robins, GA",32.4219655,-83.63484299999999
Howard County,Maryland,12580,"Baltimore-Columbia-Towson, MD",39.2873463,-76.964306
Howard County,Indiana,29020,"Kokomo, IN",40.4482767,-86.1344697
Howard County,Nebraska,24260,"Grand Island, NE",41.20204349999999,-98.5721016
Hudson County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.7453199,-74.05351259999999
Hudspeth County,Texas,21340,"El Paso, TX",31.5707433,-105.5943388
Humacao Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.1551337,-65.8203943
Hunt County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",33.1967938,-96.15269850000001
Hunterdon County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.56695149999999,-74.92087719999999
Iberia Parish,Louisiana,29180,"Lafayette, LA",29.4992629,-91.7538817
Iberville Parish,Louisiana,12940,"Baton Rouge, LA",30.2899179,-91.4048249
Imperial County,California,20940,"El Centro, CA",33.0113694,-115.4733554
Indian River County,Florida,42680,"Sebastian-Vero Beach, FL",27.6947732,-80.54384499999999
Ingham County,Michigan,29620,"Lansing-East Lansing, MI",42.6468943,-84.3542049
Iowa County,Wisconsin,31540,"Madison, WI",42.9416737,-90.0746767
Iredell County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",35.8310501,-80.89865019999999
Irion County,Texas,41660,"San Angelo, TX",31.2557696,-100.8903099
Isabela Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.4703856,-67.0242062
Isanti County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.6301379,-93.2537327
Isle of Wight County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.9288915,-76.6874701
Jackson County,Oregon,32780,"Medford, OR",42.334535,-122.7646577
Jackson County,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.4278212,-88.55653099999999
Jackson County,Michigan,27100,"Jackson, MI",42.1764362,-84.3542049
Jackson County,Illinois,16060,"Carbondale-Marion, IL",37.7218304,-89.3226954
Jackson County,Kansas,45820,"Topeka, KS",39.4241422,-95.81428849999999
Jackson County,Missouri,28140,"Kansas City, MO-KS",38.9914998,-94.315422
James City County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.3002132,-76.8028933
Jasper County,South Carolina,25940,"Hilton Head Island-Bluffton-Beaufort, SC",32.491436,-81.0754657
Jasper County,Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.0040981,-87.14228949999999
Jasper County,Missouri,27900,"Joplin, MO",37.17455650000001,-94.35651299999999
Jasper County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.3246924,-83.7199136
Jefferson County,West Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.3059841,-77.88245959999999
Jefferson County,New York,48060,"Watertown-Fort Drum, NY",44.0607421,-75.9927652
Jefferson County,Idaho,26820,"Idaho Falls, ID",43.7640903,-112.2493671
Jefferson County,Colorado,19740,"Denver-Aurora-Lakewood, CO",39.5800298,-105.2662931
Jefferson County,Florida,45220,"Tallahassee, FL",30.4311978,-83.8897057
Jefferson County,Arkansas,38220,"Pine Bluff, AR",34.227351,-91.9099238
Jefferson County,Alabama,13820,"Birmingham-Hoover, AL",33.4914122,-86.9824288
Jefferson County,Ohio,48260,"Weirton-Steubenville, WV-OH",40.38717219999999,-80.7657804
Jefferson County,Kansas,45820,"Topeka, KS",39.2827652,-95.3102505
Jefferson County,Tennessee,34100,"Morristown, TN",36.0417825,-83.46435509999999
Jefferson County,Missouri,41180,"St. Louis, MO-IL",38.2310301,-90.52578229999999
Jefferson County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.1938097,-85.64348700000001
Jefferson County,Texas,13140,"Beaumont-Port Arthur, TX",29.8165398,-94.15137639999999
Jefferson Parish,Louisiana,35380,"New Orleans-Metairie, LA",29.6498691,-90.11206960000001
Jersey County,Illinois,41180,"St. Louis, MO-IL",39.0704754,-90.37483540000001
Jessamine County,Kentucky,30460,"Lexington-Fayette, KY",37.895573,-84.56414699999999
Johnson County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.4637793,-86.1344697
Johnson County,Kansas,28140,"Kansas City, MO-KS",38.845412,-94.8520636
Johnson County,Iowa,26980,"Iowa City, IA",41.6698982,-91.5983959
Johnson County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.4133566,-97.35165579999999
Johnston County,North Carolina,39580,"Raleigh, NC",35.4403514,-78.3842227
Jones County,North Carolina,35100,"New Bern, NC",35.0306293,-77.3324425
Jones County,Iowa,16300,"Cedar Rapids, IA",42.1516737,-91.13530200000001
Jones County,Georgia,31420,"Macon-Bibb County, GA",33.0002582,-83.5070203
Jones County,Texas,10180,"Abilene, TX",32.7833435,-99.8124935
Josephine County,Oregon,24420,"Grants Pass, OR",42.3447572,-123.4568737
Juab County,Utah,39340,"Provo-Orem, UT",39.7108104,-112.7152125
Juana Díaz Municipio,Puerto Rico,38660,"Ponce, PR",18.0534372,-66.5075079
Juncos Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.2274558,-65.92099700000001
Kalamazoo County,Michigan,28020,"Kalamazoo-Portage, MI",42.2278346,-85.52002399999999
Kalawao County,Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",21.2273942,-156.9749731
Kanawha County,West Virginia,16620,"Charleston, WV",38.2556905,-81.42789839999999
Kane County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.987884,-88.4016041
Kankakee County,Illinois,28100,"Kankakee, IL",41.1790977,-87.77633329999999
Kaufman County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.5889211,-96.3089299
Kendall County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.5507043,-88.4403883
Kendall County,Texas,41700,"San Antonio-New Braunfels, TX",29.9603413,-98.7481167
Kenosha County,Wisconsin,16980,"Chicago-Naperville-Elgin, IL-IN-WI",42.5663156,-87.658113
Kent County,Delaware,20100,"Dover, DE",39.1440612,-75.4344727
Kent County,Rhode Island,39300,"Providence-Warwick, RI-MA",41.6579147,-71.7147951
Kent County,Michigan,24340,"Grand Rapids-Wyoming, MI",43.0097027,-85.52002399999999
Kenton County,Kentucky,17140,"Cincinnati, OH-KY-IN",38.9863872,-84.56414699999999
Kern County,California,12540,"Bakersfield, CA",35.4937274,-118.8596804
Kershaw County,South Carolina,17900,"Columbia, SC",34.3671762,-80.5882803
Kewaunee County,Wisconsin,24580,"Green Bay, WI",44.5202599,-87.38107269999999
King County,Washington,42660,"Seattle-Tacoma-Bellevue, WA",47.5480339,-121.9836029
King William County,Virginia,40060,"Richmond, VA",37.7372121,-77.1485163
Kingman County,Kansas,48620,"Wichita, KS",37.6071593,-98.2212979
Kings County,California,25260,"Hanford-Corcoran, CA",36.0988489,-119.8815203
Kings County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.6781784,-73.9441579
Kitsap County,Washington,14740,"Bremerton-Silverdale, WA",47.6476607,-122.6412583
Knox County,Tennessee,28940,"Knoxville, TN",35.9874629,-83.9419784
Kootenai County,Idaho,17660,"Coeur d'Alene, ID",47.7568407,-116.6222056
La Crosse County,Wisconsin,29100,"La Crosse-Onalaska, WI-MN",43.8617023,-91.13530200000001
Lackawanna County,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA",41.4421199,-75.5742467
Lafayette County,Missouri,28140,"Kansas City, MO-KS",39.0031288,-93.9878427
Lafayette Parish,Louisiana,29180,"Lafayette, LA",30.1895142,-92.02731899999999
Lafourche Parish,Louisiana,26380,"Houma-Thibodaux, LA",29.6952295,-90.52578229999999
Lajas Municipio,Puerto Rico,41900,"San Germán, PR",18.049962,-67.0593449
Lake County,Florida,36740,"Orlando-Kissimmee-Sanford, FL",28.702847,-81.77870209999999
Lake County,Ohio,17460,"Cleveland-Elyria, OH",41.981532,-81.2518833
Lake County,Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.4897279,-87.30161319999999
Lake County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",42.3689363,-87.8271534
Lamar County,Mississippi,25620,"Hattiesburg, MS",31.1699705,-89.4742177
Lamar County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.0765883,-84.14351359999999
Lampasas County,Texas,28660,"Killeen-Temple, TX",31.2737682,-98.2212979
Lancaster County,South Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",34.7253411,-80.6770787
Lancaster County,Pennsylvania,29540,"Lancaster, PA",40.0466571,-76.17837390000001
Lancaster County,Nebraska,30700,"Lincoln, NE",40.8471492,-96.663812
Lane County,Oregon,21660,"Eugene, OR",43.9610092,-122.6618227
Lanier County,Georgia,46660,"Valdosta, GA",31.02912689999999,-83.03613759999999
Lapeer County,Michigan,19820,"Detroit-Warren-Dearborn, MI",43.0482433,-83.1649001
LaPorte County,Indiana,33140,"Michigan City-La Porte, IN",41.4775131,-86.8220341
Laramie County,Wyoming,16940,"Cheyenne, WY",41.4269559,-104.8454619
Lares Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.2946746,-66.8771211
Larimer County,Colorado,22660,"Fort Collins, CO",40.6955572,-105.5943388
Larue County,Kentucky,21060,"Elizabethtown-Fort Knox, KY",37.5189552,-85.7256372
Las Piedras Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.183014,-65.86627419999999
Lauderdale County,Alabama,22520,"Florence-Muscle Shoals, AL",34.8840876,-87.658113
Laurens County,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.5203466,-82.12783999999999
Lawrence County,Alabama,19460,"Decatur, AL",34.567428,-87.30161319999999
Lawrence County,Ohio,26580,"Huntington-Ashland, WV-KY-OH",38.6232686,-82.5185837
Le Flore County,Oklahoma,22900,"Fort Smith, AR-OK",34.8622042,-94.645035
