City,State,CBSA Code,CBSA Title,Latitude,Longitude
Eau Claire,Wisconsin,20740,"Eau Claire, WI",44.811349,-91.4984941
Edwards,Colorado,20780,"Edwards, CO",39.644986,-106.5942
Effingham,Illinois,20820,"Effingham, IL",39.1200418,-88.5433829
El Campo,Texas,20900,"El Campo, TX",29.1966405,-96.2696867
El Centro,California,20940,"El Centro, CA",32.792,-115.5630514
El Dorado,Arkansas,20980,"El Dorado, AR",33.20763,-92.6662674
Elizabeth City,North Carolina,21020,"Elizabeth City, NC",36.2946008,-76.2510461
Elizabethtown,Kentucky,21060,"Elizabethtown-Fort Knox, KY",37.7030646,-85.8649408
Fort Knox,Kentucky,21060,"Elizabethtown-Fort Knox, KY",37.8836637,-85.9652686
Elk City,Oklahoma,21120,"Elk City, OK",35.4119944,-99.4042592
Elkhart,Indiana,21140,"Elkhart-Goshen, IN",41.6819935,-85.9766671
Goshen,Indiana,21140,"Elkhart-Goshen, IN",41.5822716,-85.8344383
Elkins,West Virginia,21180,"Elkins, WV",38.9259397,-79.8467349
Elko,Nevada,21220,"Elko, NV",40.8324211,-115.7631232
Ellensburg,Washington,21260,"Ellensburg, WA",46.9965144,-120.5478474
Elmira,New York,21300,"Elmira, NY",42.0897965,-76.8077338
El Paso,Texas,21340,"El Paso, TX",31.7618778,-106.4850217
Emporia,Kansas,21380,"Emporia, KS",38.403903,-96.1816626
Enid,Oklahoma,21420,"Enid, OK",36.3955891,-97.8783911
Enterprise,Alabama,21460,"Enterprise, AL",31.3151708,-85.8552161
Erie,Pennsylvania,21500,"Erie, PA",42.1292241,-80.085059
Escanaba,Michigan,21540,"Escanaba, MI",45.7452466,-87.0645801
Española,New Mexico,21580,"Española, NM",35.9910383,-106.0818233
Eufaula,Alabama,21640,"Eufaula, AL-GA",31.8912717,-85.1454876
Eugene,Oregon,21660,"Eugene, OR",44.0520691,-123.0867536
Arcata,California,21700,"Eureka-Arcata-Fortuna, CA",40.8665166,-124.0828396
Eureka,California,21700,"Eureka-Arcata-Fortuna, CA",40.8020712,-124.1636729
Fortuna,California,21700,"Eureka-Arcata-Fortuna, CA",40.5981867,-124.1572756
Evanston,Wyoming,21740,"Evanston, WY",41.2682794,-110.9632373
Evansville,Indiana,21780,"Evansville, IN-KY",37.9715592,-87.5710898
Fairbanks,Alaska,21820,"Fairbanks, AK",64.8377778,-147.7163888
Fairfield,Iowa,21840,"Fairfield, IA",41.0076114,-91.9636914
Fairmont,Minnesota,21860,"Fairmont, MN",43.6521775,-94.4610832
Fairmont,West Virginia,21900,"Fairmont, WV",39.4850848,-80.1425781
Fallon,Nevada,21980,"Fallon, NV",39.4748693,-118.7770407
Fargo,North Dakota,22020,"Fargo, ND-MN",46.8771863,-96.7898034
Faribault,Minnesota,22060,"Faribault-Northfield, MN",44.2949636,-93.268827
Northfield,Minnesota,22060,"Faribault-Northfield, MN",44.4582983,-93.161604
Farmington,Missouri,22100,"Farmington, MO",37.7808846,-90.4217895
Farmington,New Mexico,22140,"Farmington, NM",36.7280583,-108.2186856
Fayetteville,North Carolina,22180,"Fayetteville, NC",35.0526641,-78.8783585
Bentonville,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",36.3728538,-94.2088172
Fayetteville,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",36.082156,-94.1718542
Rogers,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",36.3320196,-94.1185366
Springdale,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",36.1867442,-94.1288141
Fergus Falls,Minnesota,22260,"Fergus Falls, MN",46.2835212,-96.0777887
Fernley,Nevada,22280,"Fernley, NV",39.6079683,-119.2518349
Findlay,Ohio,22300,"Findlay, OH",41.04422,-83.6499321
Fitzgerald,Georgia,22340,"Fitzgerald, GA",31.7149082,-83.2526545
Flagstaff,Arizona,22380,"Flagstaff, AZ",35.1982836,-111.651302
Flint,Michigan,22420,"Flint, MI",43.0125274,-83.6874562
Florence,South Carolina,22500,"Florence, SC",34.1954331,-79.7625625
Florence,Alabama,22520,"Florence-Muscle Shoals, AL",34.79981,-87.677251
Muscle Shoals,Alabama,22520,"Florence-Muscle Shoals, AL",34.7448112,-87.6675292
Fond du Lac,Wisconsin,22540,"Fond du Lac, WI",43.7730448,-88.4470508
Forest City,North Carolina,22580,"Forest City, NC",35.3340108,-81.8651028
Forrest City,Arkansas,22620,"Forrest City, AR",35.0081474,-90.7898342
Fort Collins,Colorado,22660,"Fort Collins, CO",40.5852602,-105.084423
Fort Dodge,Iowa,22700,"Fort Dodge, IA",42.4974694,-94.1680158
Fort Leonard Wood,Missouri,22780,"Fort Leonard Wood, MO",37.7252315,-92.1646722
Fort Madison,Iowa,22800,"Fort Madison-Keokuk, IA-IL-MO",40.6297634,-91.314535
Keokuk,Iowa,22800,"Fort Madison-Keokuk, IA-IL-MO",40.4044731,-91.3963966
Fort Morgan,Colorado,22820,"Fort Morgan, CO",40.2502582,-103.7999509
Fort Payne,Alabama,22840,"Fort Payne, AL",34.4442547,-85.7196893
Fort Polk South,Louisiana,22860,"Fort Polk South, LA",31.0436081,-93.2219164
Fort Smith,Arkansas,22900,"Fort Smith, AR-OK",35.3859242,-94.3985475
Fort Wayne,Indiana,23060,"Fort Wayne, IN",41.079273,-85.1393513
Frankfort,Indiana,23140,"Frankfort, IN",40.2794809,-86.5108355
Frankfort,Kentucky,23180,"Frankfort, KY",38.2009055,-84.8732835
Fredericksburg,Texas,23240,"Fredericksburg, TX",30.2752011,-98.8719843
Freeport,Illinois,23300,"Freeport, IL",42.2966861,-89.6212271
Fremont,Nebraska,23340,"Fremont, NE",41.4333909,-96.4981467
Fremont,Ohio,23380,"Fremont, OH",41.3503303,-83.1218634
Fresno,California,23420,"Fresno, CA",36.7377981,-119.7871247
Gadsden,Alabama,23460,"Gadsden, AL",34.014264,-86.0066386
Gaffney,South Carolina,23500,"Gaffney, SC",35.0717945,-81.6498195
Gainesville,Florida,23540,"Gainesville, FL",29.6516344,-82.3248262
Gainesville,Georgia,23580,"Gainesville, GA",34.2978794,-83.8240663
Gainesville,Texas,23620,"Gainesville, TX",33.6259414,-97.1333453
Galesburg,Illinois,23660,"Galesburg, IL",40.9478158,-90.3712395
Gallup,New Mexico,23700,"Gallup, NM",35.5280783,-108.7425843
Garden City,Kansas,23780,"Garden City, KS",37.9716898,-100.8726618
Gardnerville Ranchos,Nevada,23820,"Gardnerville Ranchos, NV",38.8882398,-119.7412875
Georgetown,South Carolina,23860,"Georgetown, SC",33.376834,-79.2944964
Gettysburg,Pennsylvania,23900,"Gettysburg, PA",39.8309293,-77.2310955
Gillette,Wyoming,23940,"Gillette, WY",44.2910915,-105.5022205
Glasgow,Kentucky,23980,"Glasgow, KY",36.9958839,-85.9119215
Glens Falls,New York,24020,"Glens Falls, NY",43.3095164,-73.6440058
Glenwood Springs,Colorado,24060,"Glenwood Springs, CO",39.5505376,-107.3247762
Gloversville,New York,24100,"Gloversville, NY",43.0528506,-74.3437467
Goldsboro,North Carolina,24140,"Goldsboro, NC",35.3848841,-77.9927651
Grand Forks,North Dakota,24220,"Grand Forks, ND-MN",47.9252568,-97.0328547
Grand Island,Nebraska,24260,"Grand Island, NE",40.9263957,-98.3420118
Grand Junction,Colorado,24300,"Grand Junction, CO",39.0638705,-108.5506486
Grand Rapids,Minnesota,24330,"Grand Rapids, MN",47.2371658,-93.5302142
Grand Rapids,Michigan,24340,"Grand Rapids-Wyoming, MI",42.9633599,-85.6680863
Wyoming,Michigan,24340,"Grand Rapids-Wyoming, MI",42.9133602,-85.7053085
Grants,New Mexico,24380,"Grants, NM",35.14726,-107.8514466
Grants Pass,Oregon,24420,"Grants Pass, OR",42.4390069,-123.3283925
Great Bend,Kansas,24460,"Great Bend, KS",38.3644567,-98.7648073
Great Falls,Montana,24500,"Great Falls, MT",47.5052849,-111.3007715
Greeley,Colorado,24540,"Greeley, CO",40.4233142,-104.7091322
Green Bay,Wisconsin,24580,"Green Bay, WI",44.5133188,-88.0132958
Greeneville,Tennessee,24620,"Greeneville, TN",36.1631574,-82.8309861
Greenfield Town,Massachusetts,24640,"Greenfield Town, MA",42.587915,-72.5994104
Greensboro,North Carolina,24660,"Greensboro-High Point, NC",36.0726354,-79.7919754
High Point,North Carolina,24660,"Greensboro-High Point, NC",35.9556923,-80.0053176
Greensburg,Indiana,24700,"Greensburg, IN",39.3372722,-85.483581
Greenville,Mississippi,24740,"Greenville, MS",33.399661,-91.0377029
Greenville,North Carolina,24780,"Greenville, NC",35.612661,-77.3663538
Greenville,Ohio,24820,"Greenville, OH",40.1028264,-84.6330115
Anderson,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.5034394,-82.6501332
Easley,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.829838,-82.6015206
Greenville,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.8526176,-82.3940104
Mauldin,South Carolina,24860,"Greenville-Anderson-Mauldin, SC",34.77873,-82.310119
Greenwood,Mississippi,24900,"Greenwood, MS",33.5162315,-90.1795281
Greenwood,South Carolina,24940,"Greenwood, SC",34.1954001,-82.1617883
Grenada,Mississippi,24980,"Grenada, MS",33.7690049,-89.8084192
Guayama,Puerto Rico,25020,"Guayama, PR",17.9841328,-66.1137767
Biloxi,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.3960318,-88.8853078
Gulfport,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.3674198,-89.0928155
Pascagoula,Mississippi,25060,"Gulfport-Biloxi-Pascagoula, MS",30.3657552,-88.5561272
Guymon,Oklahoma,25100,"Guymon, OK",36.6828041,-101.4815493
Hagerstown,Maryland,25180,"Hagerstown-Martinsburg, MD-WV",39.6417629,-77.7199932
Martinsburg,West Virginia,25180,"Hagerstown-Martinsburg, MD-WV",39.4562099,-77.9638869
Hailey,Idaho,25200,"Hailey, ID",43.5196288,-114.3153245
Hammond,Louisiana,25220,"Hammond, LA",30.5043583,-90.4611995
Corcoran,California,25260,"Hanford-Corcoran, CA",36.098007,-119.5604015
Hanford,California,25260,"Hanford-Corcoran, CA",36.3274502,-119.6456844
Hannibal,Missouri,25300,"Hannibal, MO",39.7083789,-91.3584816
Carlisle,Pennsylvania,25420,"Harrisburg-Carlisle, PA",40.2010241,-77.2002745
Harrisburg,Pennsylvania,25420,"Harrisburg-Carlisle, PA",40.2731911,-76.8867008
Harrison,Arkansas,25460,"Harrison, AR",36.2297936,-93.1076765
Harrisonburg,Virginia,25500,"Harrisonburg, VA",38.4495688,-78.8689155
East Hartford,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.7634219,-72.6128339
Hartford,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.7658043,-72.6733723
Middletown,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.5623209,-72.6506488
West Hartford,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.7620842,-72.7420151
Hastings,Nebraska,25580,"Hastings, NE",40.5862583,-98.3898726
Hattiesburg,Mississippi,25620,"Hattiesburg, MS",31.3271189,-89.2903392
Hays,Kansas,25700,"Hays, KS",38.8791783,-99.3267702
Heber,Utah,25720,"Heber, UT",40.5070087,-111.4133234
Helena,Montana,25740,"Helena, MT",46.5891452,-112.0391057
Helena-West Helena,Arkansas,25760,"Helena-West Helena, AR",34.5291,-90.59
Henderson,North Carolina,25780,"Henderson, NC",36.3294305,-78.399201
Hereford,Texas,25820,"Hereford, TX",34.8150622,-102.3977036
Hermiston,Oregon,25840,"Hermiston-Pendleton, OR",45.8404101,-119.2894604
Pendleton,Oregon,25840,"Hermiston-Pendleton, OR",45.672075,-118.7885967
Hickory,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",35.7344538,-81.3444573
Lenoir,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",35.9140196,-81.5389849
Morganton,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",35.7454071,-81.6848188
Hillsdale,Michigan,25880,"Hillsdale, MI",41.9200472,-84.6305101
Hilo,Hawaii,25900,"Hilo, HI",19.7241106,-155.0868193
Beaufort,South Carolina,25940,"Hilton Head Island-Bluffton-Beaufort, SC",32.4315813,-80.6698286
Bluffton,South Carolina,25940,"Hilton Head Island-Bluffton-Beaufort, SC",32.2371465,-80.8603868
Hilton Head Island,South Carolina,25940,"Hilton Head Island-Bluffton-Beaufort, SC",32.216316,-80.752608
Hinesville,Georgia,25980,"Hinesville, GA",31.8315028,-81.6141099
Hobbs,New Mexico,26020,"Hobbs, NM",32.7026116,-103.1360403
Holland,Michigan,26090,"Holland, MI",42.7875235,-86.1089301
Homosassa Springs,Florida,26140,"Homosassa Springs, FL",28.8037059,-82.5761369
Hood River,Oregon,26220,"Hood River, OR",45.7067985,-121.528087
Hope,Arkansas,26260,"Hope, AR",33.6670615,-93.5915665
Hot Springs,Arkansas,26300,"Hot Springs, AR",34.5037004,-93.0551795
Houghton,Michigan,26340,"Houghton, MI",47.1211331,-88.5694182
Houma,Louisiana,26380,"Houma-Thibodaux, LA",29.5957696,-90.7195348
Thibodaux,Louisiana,26380,"Houma-Thibodaux, LA",29.7957633,-90.822871
Baytown,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.7355047,-94.9774274
Conroe,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",30.3118769,-95.4560512
Houston,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.7604267,-95.3698028
Sugar Land,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.5984434,-95.6225521
The Woodlands,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",30.1658207,-95.4612625
Hudson,New York,26460,"Hudson, NY",42.2528649,-73.790959
Huntingdon,Pennsylvania,26500,"Huntingdon, PA",40.4847959,-78.0102813
Huntington,Indiana,26540,"Huntington, IN",40.8831011,-85.497476
Ashland,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",38.4784144,-82.6379387
Huntington,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",38.4192496,-82.445154
Huntsville,Alabama,26620,"Huntsville, AL",34.7303688,-86.5861037
Huntsville,Texas,26660,"Huntsville, TX",30.7235263,-95.5507771
Huron,South Dakota,26700,"Huron, SD",44.3633173,-98.2142572
Hutchinson,Kansas,26740,"Hutchinson, KS",38.0608445,-97.9297743
Hutchinson,Minnesota,26780,"Hutchinson, MN",44.8925483,-94.3692926
Idaho Falls,Idaho,26820,"Idaho Falls, ID",43.4926607,-112.0407584
Indiana,Pennsylvania,26860,"Indiana, PA",40.6214551,-79.1525349
Anderson,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",40.1053196,-85.6802541
Carmel,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.978371,-86.1180435
Indianapolis city (balance),Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.768403,-86.158068
Indianola,Mississippi,26940,"Indianola, MS",33.4509513,-90.6550917
Ionia,Michigan,26960,"Ionia, MI",42.9872547,-85.0711174
Iowa City,Iowa,26980,"Iowa City, IA",41.6611277,-91.5301683
Iron Mountain,Michigan,27020,"Iron Mountain, MI-WI",45.8202334,-88.0659603
Ithaca,New York,27060,"Ithaca, NY",42.4439614,-76.5018807
Jackson,Michigan,27100,"Jackson, MI",42.245869,-84.4013462
Jackson,Mississippi,27140,"Jackson, MS",32.2987573,-90.1848103
Jackson,Ohio,27160,"Jackson, OH",39.0520169,-82.6365536
Jackson,Tennessee,27180,"Jackson, TN",35.6145169,-88.8139469
Jackson,Wyoming,27220,"Jackson, WY-ID",43.4799291,-110.7624282
Jacksonville,Florida,27260,"Jacksonville, FL",30.3321838,-81.655651
Jacksonville,Illinois,27300,"Jacksonville, IL",39.733936,-90.2290098
Jacksonville,North Carolina,27340,"Jacksonville, NC",34.7540524,-77.4302414
Jacksonville,Texas,27380,"Jacksonville, TX",31.963778,-95.2705042
Jamestown,North Dakota,27420,"Jamestown, ND",46.9105438,-98.7084357
Dunkirk,New York,27460,"Jamestown-Dunkirk-Fredonia, NY",42.4795019,-79.3339324
Fredonia,New York,27460,"Jamestown-Dunkirk-Fredonia, NY",42.4400576,-79.3317105
Jamestown,New York,27460,"Jamestown-Dunkirk-Fredonia, NY",42.0970023,-79.2353259
Beloit,Wisconsin,27500,"Janesville-Beloit, WI",42.5083482,-89.0317765
Janesville,Wisconsin,27500,"Janesville-Beloit, WI",42.6827885,-89.0187222
Jasper,Indiana,27540,"Jasper, IN",38.3914418,-86.9311094
Jayuya,Puerto Rico,27580,"Jayuya, PR",18.2185674,-66.5915617
Jefferson,Georgia,27600,"Jefferson, GA",34.1170537,-83.5723876
Jefferson City,Missouri,27620,"Jefferson City, MO",38.5767017,-92.1735164
Jennings,Louisiana,27660,"Jennings, LA",30.2224284,-92.657085
Jesup,Georgia,27700,"Jesup, GA",31.6074365,-81.8853924
Johnson City,Tennessee,27740,"Johnson City, TN",36.3134397,-82.3534727
Johnstown,Pennsylvania,27780,"Johnstown, PA",40.3267407,-78.9219698
Jonesboro,Arkansas,27860,"Jonesboro, AR",35.8422967,-90.704279
Joplin,Missouri,27900,"Joplin, MO",37.0842271,-94.513281
Junction City,Kansas,27920,"Junction City, KS",39.0286093,-96.8313978
Juneau,Alaska,27940,"Juneau, AK",58.3019444,-134.4197221
Kahului,Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",20.8893351,-156.4729469
Lahaina,Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",20.8783333,-156.6825
Wailuku,Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",20.8911111,-156.5047222
Kalamazoo,Michigan,28020,"Kalamazoo-Portage, MI",42.2917069,-85.5872286
Portage,Michigan,28020,"Kalamazoo-Portage, MI",42.2011538,-85.5800022
Kalispell,Montana,28060,"Kalispell, MT",48.1919889,-114.316813
Kankakee,Illinois,28100,"Kankakee, IL",41.1200325,-87.8611531
Kansas City,Kansas,28140,"Kansas City, MO-KS",39.1155314,-94.6267873
Overland Park,Kansas,28140,"Kansas City, MO-KS",38.9822282,-94.6707917
Kansas City,Kansas,28140,"Kansas City, MO-KS",39.1155314,-94.6267873
Kapaa,Hawaii,28180,"Kapaa, HI",22.0881391,-159.3379818
Kearney,Nebraska,28260,"Kearney, NE",40.6993303,-99.0816784
Keene,New Hampshire,28300,"Keene, NH",42.933692,-72.2781409
Kendallville,Indiana,28340,"Kendallville, IN",41.4414384,-85.2649754
Kennett,Missouri,28380,"Kennett, MO",36.2361762,-90.0556493
Kennewick,Washington,28420,"Kennewick-Richland, WA",46.2086683,-119.119948
Richland,Washington,28420,"Kennewick-Richland, WA",46.28042,-119.2751996
Kerrville,Texas,28500,"Kerrville, TX",30.0474332,-99.1403189
Ketchikan,Alaska,28540,"Ketchikan, AK",55.3422222,-131.6461112
Key West,Florida,28580,"Key West, FL",24.5550593,-81.7799871
Kill Devil Hills,North Carolina,28620,"Kill Devil Hills, NC",36.0307226,-75.6760101
Killeen,Texas,28660,"Killeen-Temple, TX",31.1171194,-97.7277959
Temple,Texas,28660,"Killeen-Temple, TX",31.0982344,-97.342782
Bristol,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA",36.5951059,-82.1887444
Kingsport,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA",36.548434,-82.5618186
Bristol,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA",36.5951059,-82.1887444
Kingston,New York,28740,"Kingston, NY",41.9270367,-73.9973608
Kingsville,Texas,28780,"Kingsville, TX",27.5158689,-97.856109
Kinston,North Carolina,28820,"Kinston, NC",35.2626635,-77.5816353
Kirksville,Missouri,28860,"Kirksville, MO",40.1947539,-92.5832496
Klamath Falls,Oregon,28900,"Klamath Falls, OR",42.224867,-121.7816704
Knoxville,Tennessee,28940,"Knoxville, TN",35.9606384,-83.9207392
Kokomo,Indiana,29020,"Kokomo, IN",40.486427,-86.1336033
Laconia,New Hampshire,29060,"Laconia, NH",43.5278546,-71.4703509
La Crosse,Wisconsin,29100,"La Crosse-Onalaska, WI-MN",43.8137751,-91.2519017
Onalaska,Wisconsin,29100,"La Crosse-Onalaska, WI-MN",43.8844092,-91.2351393
Lafayette,Louisiana,29180,"Lafayette, LA",30.2240897,-92.0198427
Lafayette,Indiana,29200,"Lafayette-West Lafayette, IN",40.4167022,-86.8752869
West Lafayette,Indiana,29200,"Lafayette-West Lafayette, IN",40.4258686,-86.9080655
La Grande,Oregon,29260,"La Grande, OR",45.3245771,-118.0877188
LaGrange,Georgia,29300,"LaGrange, GA",33.0362218,-85.0322444
Lake Charles,Louisiana,29340,"Lake Charles, LA",30.2265949,-93.2173758
Lake City,Florida,29380,"Lake City, FL",30.1896756,-82.6392899
Kingman,Arizona,29420,"Lake Havasu City-Kingman, AZ",35.189443,-114.0530065
Lake Havasu City,Arizona,29420,"Lake Havasu City-Kingman, AZ",34.483901,-114.3224548
Lakeland,Florida,29460,"Lakeland-Winter Haven, FL",28.0394654,-81.9498042
Winter Haven,Florida,29460,"Lakeland-Winter Haven, FL",28.0222435,-81.7328567
Lamesa,Texas,29500,"Lamesa, TX",32.7376001,-101.950992
Lancaster,Pennsylvania,29540,"Lancaster, PA",40.0378755,-76.3055144
East Lansing,Michigan,29620,"Lansing-East Lansing, MI",42.7369792,-84.4838654
Lansing,Michigan,29620,"Lansing-East Lansing, MI",42.732535,-84.5555347
Laramie,Wyoming,29660,"Laramie, WY",41.3113669,-105.5911007
Laredo,Texas,29700,"Laredo, TX",27.5035613,-99.5075519
Las Cruces,New Mexico,29740,"Las Cruces, NM",32.3199396,-106.7636538
Las Vegas,New Mexico,29780,"Las Vegas, NM",35.5942137,-105.2227978
Henderson,Nevada,29820,"Las Vegas-Henderson-Paradise, NV",36.0395247,-114.9817213
Las Vegas,Nevada,29820,"Las Vegas-Henderson-Paradise, NV",36.1699412,-115.1398296
Paradise,Nevada,29820,"Las Vegas-Henderson-Paradise, NV",36.0971945,-115.1466648
Laurel,Mississippi,29860,"Laurel, MS",31.6940509,-89.1306124
Laurinburg,North Carolina,29900,"Laurinburg, NC",34.7740494,-79.4628248
Lawrence,Kansas,29940,"Lawrence, KS",38.9716689,-95.2352501
Lawrenceburg,Tennessee,29980,"Lawrenceburg, TN",35.2423023,-87.3347389
Lawton,Oklahoma,30020,"Lawton, OK",34.6035669,-98.3959291
Lebanon,Missouri,30060,"Lebanon, MO",37.6805967,-92.6637865
Lebanon,Pennsylvania,30140,"Lebanon, PA",40.3409251,-76.4113497
Levelland,Texas,30220,"Levelland, TX",33.5873164,-102.37796
Lewisburg,Pennsylvania,30260,"Lewisburg, PA",40.9645293,-76.8844101
Lewisburg,Tennessee,30280,"Lewisburg, TN",35.4492404,-86.7888887
Lewiston,Idaho,30300,"Lewiston, ID-WA",46.4004089,-117.001189
Auburn,Maine,30340,"Lewiston-Auburn, ME",44.0978509,-70.2311655
Lewiston,Maine,30340,"Lewiston-Auburn, ME",44.100351,-70.2147764
Lewistown,Pennsylvania,30380,"Lewistown, PA",40.5992395,-77.571382
Lexington,Nebraska,30420,"Lexington, NE",40.7808398,-99.7415045
Lexington-Fayette,Kentucky,30460,"Lexington-Fayette, KY",38.0405837,-84.5037164
Liberal,Kansas,30580,"Liberal, KS",37.0430812,-100.920999
Lima,Ohio,30620,"Lima, OH",40.742551,-84.1052256
Lincoln,Illinois,30660,"Lincoln, IL",40.1483768,-89.3648183
Lincoln,Nebraska,30700,"Lincoln, NE",40.813616,-96.7025955
Conway,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",35.0886963,-92.4421011
Little Rock,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.7464809,-92.2895948
North Little Rock,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.769536,-92.2670941
Lock Haven,Pennsylvania,30820,"Lock Haven, PA",41.1370133,-77.4469263
Logan,Utah,30860,"Logan, UT-ID",41.7369803,-111.8338359
Logan,West Virginia,30880,"Logan, WV",37.8487147,-81.9934581
Logansport,Indiana,30900,"Logansport, IN",40.7544843,-86.3566659
London,Kentucky,30940,"London, KY",37.1289771,-84.0832646
Longview,Texas,30980,"Longview, TX",32.5007037,-94.7404891
Longview,Washington,31020,"Longview, WA",46.1381676,-122.9381672
Los Alamos,New Mexico,31060,"Los Alamos, NM",35.8800364,-106.3031138
Anaheim,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.8365932,-117.9143012
Arcadia,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.1397292,-118.0353449
Burbank,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.1808392,-118.3089661
Carson,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.8316745,-118.281693
Costa Mesa,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.6638439,-117.9047429
Fountain Valley,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7090212,-117.9544069
Gardena,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.8883487,-118.3089624
Glendale,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.1425078,-118.255075
Irvine,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.6845673,-117.8265049
Long Beach,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7700504,-118.1937395
Los Angeles,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.0522342,-118.2436849
Monterey Park,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.0625106,-118.1228476
Newport Beach,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.6188829,-117.9298493
Orange,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7879139,-117.8531007
Pasadena,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.1477849,-118.1445155
Santa Ana,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7454725,-117.867653
Santa Monica,California,31080,"Los Angeles-Long Beach-Anaheim, CA",34.0194543,-118.4911912
Torrance,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.8358492,-118.3406288
Tustin,California,31080,"Los Angeles-Long Beach-Anaheim, CA",33.7420005,-117.8236391
Louisville/Jefferson County metro government (balance),,31140,"Louisville/Jefferson County, KY-IN",38.2520235,-85.759409
Lubbock,Texas,31180,"Lubbock, TX",33.5778631,-101.8551665
Ludington,Michigan,31220,"Ludington, MI",43.9552825,-86.4525831
Lufkin,Texas,31260,"Lufkin, TX",31.3382406,-94.729097
Lumberton,North Carolina,31300,"Lumberton, NC",34.6182199,-79.0086424
Lynchburg,Virginia,31340,"Lynchburg, VA",37.4137536,-79.1422464
Macomb,Illinois,31380,"Macomb, IL",40.4592076,-90.6717971
Macon-Bibb County,Georgia,31420,"Macon-Bibb County, GA",32.8406946,-83.6324022
Madera,California,31460,"Madera, CA",36.9613356,-120.0607176
Madison,Indiana,31500,"Madison, IN",38.7358933,-85.3799577
Madison,Wisconsin,31540,"Madison, WI",43.0730517,-89.4012302
Madisonville,Kentucky,31580,"Madisonville, KY",37.3281005,-87.4988882
Magnolia,Arkansas,31620,"Magnolia, AR",33.2670725,-93.239334
Malone,New York,31660,"Malone, NY",44.8486596,-74.2948983
Malvern,Arkansas,31680,"Malvern, AR",34.3623149,-92.8129462
Manchester,New Hampshire,31700,"Manchester-Nashua, NH",42.9956397,-71.4547891
Nashua,New Hampshire,31700,"Manchester-Nashua, NH",42.7653662,-71.467566
Manhattan,Kansas,31740,"Manhattan, KS",39.1836082,-96.5716694
Manitowoc,Wisconsin,31820,"Manitowoc, WI",44.0886059,-87.657584
Mankato,Minnesota,31860,"Mankato-North Mankato, MN",44.1635775,-93.9993996
North Mankato,Minnesota,31860,"Mankato-North Mankato, MN",44.1732996,-94.033845
Mansfield,Ohio,31900,"Mansfield, OH",40.75839,-82.5154471
